SGD	YHP1	
SGD	CAD1	
SGD	CAD1	
SGD	ARO80	
SGD	ARO80	
SGD	ARO80	
SGD	ARO80	
SGD	CBF1	
SGD	CBF1	
SGD	SFP1	zinc-coordinating transcription factor SFP1
SGD	SFP1	zinc-coordinating transcription factor SFP1
SGD	MBP1	transcription factor MBP1
SGD	MBP1	transcription factor MBP1
SGD	MBP1	transcription factor MBP1
SGD	YJL206C	
SGD	STP2	
SGD	STP2	
SGD	STP2	
SGD	STP2	
SGD	STP2	
SGD	RIM101	alkaline-responsive transcriptional regulator RIM101
SGD	RIM101	alkaline-responsive transcriptional regulator RIM101
SGD	RIM101	alkaline-responsive transcriptional regulator RIM101
SGD	YAP3	
SGD	THI2	
SGD	ERT1	
SGD	ERT1	
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	MCM1	transcription factor MCM1
SGD	ARG80	
SGD	ARG80	
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	MSN2	stress-responsive transcriptional activator MSN2
SGD	CPX-1016	CBF1-MET4-MET28 sulfur metabolism transcription factor complex
SGD	CPX-1015	MET4-MET28-MET32 sulfur metabolism transcription factor complex
SGD	CPX-999	MET4-MET28-MET31 sulfur metabolism transcription factor complex
SGD	YLR278C	
SGD	YLR278C	
SGD	PDR8	
SGD	PDR8	
SGD	HAP1	
SGD	HAP1	
SGD	HAP1	
SGD	HAP1	
SGD	HAP1	
SGD	ECM22	
SGD	ECM22	
SGD	ECM22	
SGD	ECM22	
SGD	ECM22	
SGD	GZF3	
SGD	GZF3	
SGD	GZF3	
SGD	GSM1	
SGD	SIP4	
SGD	SIP4	
SGD	SIP4	
SGD	CPX-1152	ARGR-MCM1 transcription regulation complex
SGD	CPX-693	Mating-type MATalpha1-MCM1 complex
SGD	CPX-692	Mating-type MATalpha2-MCM1 complex
SGD	CPX-684	Mating-type MATalpha2-MATa1 complex
SGD	SWI6	transcriptional regulator SWI6
SGD	RFX1	
SGD	ACE2	DNA-binding transcription factor ACE2
SGD	ACE2	DNA-binding transcription factor ACE2
SGD	ACE2	DNA-binding transcription factor ACE2
SGD	ZAP1	
SGD	ZAP1	
SGD	ZAP1	
SGD	MAL13	transcription factor MAL13
SGD	PDR1	drug-responsive transcription factor PDR1
SGD	PDR1	drug-responsive transcription factor PDR1
SGD	PDR1	drug-responsive transcription factor PDR1
SGD	PDR1	drug-responsive transcription factor PDR1
SGD	CPX-1658	General transcription factor complex TFIIE
SGD	URC2	
SGD	CHA4	
SGD	DXO1	
SGD	HEL2	E3 ubiquitin-protein ligase HEL2
SGD	HEL2	E3 ubiquitin-protein ligase HEL2
SGD	XRN1	chromatin-binding exonuclease XRN1
SGD	CUE2	
SGD	HBS1	ribosome dissociation factor GTPase HBS1
SGD	HBS1	ribosome dissociation factor GTPase HBS1
SGD	HBS1	ribosome dissociation factor GTPase HBS1
SGD	HBS1	ribosome dissociation factor GTPase HBS1
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	DOM34	ribosome dissociation factor DOM34
SGD	MOT2	CCR4-NOT core ubiquitin-protein ligase subunit MOT2
SGD	MOT2	CCR4-NOT core ubiquitin-protein ligase subunit MOT2
SGD	YCL001W-B	
SGD	CPX-465	DOM34-HBS1 ribosome dissociation complex
SGD	TRL1	tRNA ligase
